UniProtKB:P01160	Natriuretic peptides A		GO:0043508		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR14066	protein		PMID:22399583	20190909
UniProtKB:O43293	Death-associated protein kinase 3		GO:0004674		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1203520|PANTHER:PTN000678761|RGD:620457|RGD:621766|UniProtKB:O43293|UniProtKB:O94768|UniProtKB:Q9UEE5	PANTHER:PTHR24342	protein		PMID:21873635	20170228
UniProtKB:P49759	Dual specificity protein kinase CLK1		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR45646	protein		PMID:10480872	20110901
UniProtKB:P49759	Dual specificity protein kinase CLK1		GO:0004712		UniProt	NCBITaxon:9606	IEA	EC:2.7.12.1	PANTHER:PTHR45646	protein		GO_REF:0000003	20190914
UniProtKB:P49759	Dual specificity protein kinase CLK1		GO:0004715		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR45646	protein		PMID:1825055	20030904
UniProtKB:P29275	Adenosine receptor A2b		GO:0000187		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR24246	protein		PMID:10101031	20030904
UniProtKB:P29274	Adenosine receptor A2a		GO:0006469		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P30543|ensembl:ENSRNOP00000001759	PANTHER:PTHR24246	protein		GO_REF:0000107	20190816
UniProtKB:Q9NPF7	Interleukin-23 subunit alpha		GO:0010536		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR15947	protein		PMID:12023369	20110110
UniProtKB:Q9NPF7	Interleukin-23 subunit alpha		GO:0010536		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000409283|UniProtKB:Q9NPF7	PANTHER:PTHR15947	protein		PMID:21873635	20170228
UniProtKB:Q6PCB7	Long-chain fatty acid transport protein 1		GO:0071902		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1347098|PANTHER:PTN002875535	PANTHER:PTHR43107	protein		PMID:21873635	20180503
UniProtKB:Q6ZNE5	Beclin 1-associated autophagy-related key regulator		GO:0043552		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR13664	protein		PMID:21062745	20150422
UniProtKB:Q6ZNE5	Beclin 1-associated autophagy-related key regulator		GO:0043552		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001784663|UniProtKB:Q6ZNE5	PANTHER:PTHR13664	protein		PMID:21873635	20171005
UniProtKB:Q9NS73	MAP3K12-binding inhibitory protein 1		GO:0000173		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR23404	protein		PMID:10801814	20050308
UniProtKB:Q9NS73	MAP3K12-binding inhibitory protein 1		GO:0004860		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR23404	protein		PMID:10801814	20050308
UniProtKB:Q96MK3	Pseudokinase FAM20A		GO:0043539		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12450	protein		PMID:25789606	20150826
UniProtKB:Q96MK3	Pseudokinase FAM20A		GO:0071902		GOC	NCBITaxon:9606	IEA	GO:0043539	PANTHER:PTHR12450	protein		GO_REF:0000108	20190914
UniProtKB:Q96MK3	Pseudokinase FAM20A	not	GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12450	protein		PMID:25789606	20150616
UniProtKB:Q96MK3	Pseudokinase FAM20A		GO:0043539		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000966560|UniProtKB:Q96MK3	PANTHER:PTHR12450	protein		PMID:21873635	20170511
UniProtKB:P20783	Neurotrophin-3		GO:0000187		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR11589	protein		PMID:23027130	20121126
UniProtKB:P20783	Neurotrophin-3		GO:0032148		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR11589	protein		PMID:23027130	20121126
UniProtKB:P0C1S8	Wee1-like protein kinase 2		GO:0004715		UniProt	NCBITaxon:9606	IEA	EC:2.7.10.2	PANTHER:PTHR11042	protein		GO_REF:0000003	20190914
UniProtKB:P0C1S8	Wee1-like protein kinase 2		GO:0045736		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q66JT0|ensembl:ENSMUSP00000038754	PANTHER:PTHR11042	protein		GO_REF:0000107	20190816
UniProtKB:P0C1S8	Wee1-like protein kinase 2		GO:0004713		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0011737|PANTHER:PTN000113602	PANTHER:PTHR11042	protein		PMID:21873635	20180302
UniProtKB:P0C1S8	Wee1-like protein kinase 2		GO:0004672		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:103075|MGI:MGI:1341830|MGI:MGI:1353448|MGI:MGI:1353449|PANTHER:PTN000113601|PomBase:SPBC36B7.09|SGD:S000002691|TAIR:locus:2024780|UniProtKB:P19525|UniProtKB:Q8IL26|WB:WBGene00006988|ZFIN:ZDB-GENE-050301-2|ZFIN:ZDB-GENE-080422-1	PANTHER:PTHR11042	protein		PMID:21873635	20180302
UniProtKB:Q5VST9	Obscurin		GO:0004674		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0723	PANTHER:PTHR11640	protein		GO_REF:0000037	20190914
UniProtKB:Q2MJR0	Sprouty-related, EVH1 domain-containing protein 3		GO:0000188		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:2142186|MGI:MGI:2150016|MGI:MGI:2150019|PANTHER:PTN000128440	PANTHER:PTHR11202	protein		PMID:21873635	20190209
UniProtKB:Q53H12	Acylglycerol kinase, mitochondrial		GO:0001729		UniProt	NCBITaxon:9606	IEA	EC:2.7.1.138	PANTHER:PTHR12358	protein		GO_REF:0000003	20190914
UniProtKB:Q53H12	Acylglycerol kinase, mitochondrial		GO:0003951		InterPro	NCBITaxon:9606	IEA	InterPro:IPR017438	PANTHER:PTHR12358	protein		GO_REF:0000002	20190907
UniProtKB:Q53H12	Acylglycerol kinase, mitochondrial		GO:0004143		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12358	protein		PMID:15939762	20190527
UniProtKB:Q53H12	Acylglycerol kinase, mitochondrial		GO:0047620		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12358	protein		PMID:15939762	20190521
UniProtKB:P12532	Creatine kinase U-type, mitochondrial		GO:0004111		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:88407|MGI:MGI:88413|PANTHER:PTN000167126|RGD:2358|RGD:61976|UniProtKB:P00565|UniProtKB:P05122	PANTHER:PTHR11547	protein		PMID:21873635	20190116
UniProtKB:P12532	Creatine kinase U-type, mitochondrial		GO:0016301		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:88407|MGI:MGI:88413|PANTHER:PTN000167125|RGD:2358|RGD:61976|UniProtKB:P00565|UniProtKB:P05122	PANTHER:PTHR11547	protein		PMID:21873635	20190116
UniProtKB:Q96MH2	Protein HEXIM2		GO:0004861		HGNC	NCBITaxon:9606	IDA		PANTHER:PTHR13469	protein		PMID:15713662	20050627
UniProtKB:Q96MH2	Protein HEXIM2		GO:0045736		HGNC	NCBITaxon:9606	IDA		PANTHER:PTHR13469	protein		PMID:15713662	20050627
UniProtKB:Q96MH2	Protein HEXIM2		GO:0004861		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001003630|UniProtKB:O94992|UniProtKB:Q96MH2	PANTHER:PTHR13469	protein		PMID:21873635	20180810
UniProtKB:Q96MH2	Protein HEXIM2		GO:0045736		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001003630|UniProtKB:O94992|UniProtKB:Q96MH2	PANTHER:PTHR13469	protein		PMID:21873635	20180810
UniProtKB:Q9H6Q3	Src-like-adapter 2		GO:0043551		GOC	NCBITaxon:9606	IEA	GO:0046935	PANTHER:PTHR10155	protein		GO_REF:0000108	20190914
UniProtKB:Q9H6Q3	Src-like-adapter 2		GO:0046935		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:109277|PANTHER:PTN000806614|RGD:3329|RGD:621042	PANTHER:PTHR10155	protein		PMID:21873635	20170228
UniProtKB:Q9NRM7	Serine/threonine-protein kinase LATS2		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24356	protein		PMID:10871863	20041018
UniProtKB:Q9NRM7	Serine/threonine-protein kinase LATS2		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24356	protein		Reactome:R-HSA-2028583	20111229
UniProtKB:Q9NRM7	Serine/threonine-protein kinase LATS2		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24356	protein		Reactome:R-HSA-2028661	20111229
UniProtKB:Q9NRM7	Serine/threonine-protein kinase LATS2		GO:0045736		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24356	protein		PMID:12853976	20041018
UniProtKB:Q9NRM7	Serine/threonine-protein kinase LATS2		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003091|FB:FBgn0003744|FB:FBgn0010379|FB:FBgn0260399|FB:FBgn0261854|MGI:MGI:104874|MGI:MGI:2182368|MGI:MGI:87986|MGI:MGI:894676|MGI:MGI:97595|MGI:MGI:97596|MGI:MGI:97599|MGI:MGI:97602|PANTHER:PTN000683254|PomBase:SPAC1B9.02c|PomBase:SPAC22E12.14c|PomBase:SPAC24B11.11c|PomBase:SPAC821.12|PomBase:SPAPB18E9.02c|PomBase:SPCC576.15c|RGD:2081|RGD:2082|RGD:3399|RGD:3668|RGD:620146|RGD:620968|RGD:62390|SGD:S000001248|SGD:S000001609|SGD:S000001861|SGD:S000002898|SGD:S000003324|SGD:S000005105|SGD:S000005460|SGD:S000006315|TAIR:locus:2088515|UniProtKB:O15530|UniProtKB:O95835|UniProtKB:P05771|UniProtKB:P17252|UniProtKB:P31749|UniProtKB:P31751|UniProtKB:P41743|UniProtKB:Q02156|UniProtKB:Q04759|UniProtKB:Q05513|UniProtKB:Q05655|UniProtKB:Q09013|UniProtKB:Q15208|UniProtKB:Q16512|UniProtKB:Q16513|UniProtKB:Q96GX5|UniProtKB:Q9NRM7|UniProtKB:Q9XF67|UniProtKB:Q9Y243|UniProtKB:Q9Y2H1|WB:WBGene00000102|WB:WBGene00000103|WB:WBGene00004034|WB:WBGene00004789|WB:WBGene00006599|dictyBase:DDB_G0268620	PANTHER:PTHR24356	protein		PMID:21873635	20170228
UniProtKB:Q96MA6	Adenylate kinase 8		GO:0004017		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR23359	protein		PMID:21080915	20110120
UniProtKB:Q96MA6	Adenylate kinase 8		GO:0004127		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR23359	protein		PMID:21080915	20110120
UniProtKB:Q96MA6	Adenylate kinase 8		GO:0004550		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR23359	protein		PMID:23416111	20130729
UniProtKB:P05230	Fibroblast growth factor 1		GO:0000187		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR11486	protein		PMID:18441324	20160421
UniProtKB:P05230	Fibroblast growth factor 1		GO:0032148		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR11486	protein		PMID:18441324	20160421
UniProtKB:P05230	Fibroblast growth factor 1		GO:0043406	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0002618"", ""label"": ""endothelial cell of umbilical vein""}}"	UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11486	protein		PMID:16756958	20141205
UniProtKB:P54619	5'-AMP-activated protein kinase subunit gamma-1		GO:0004672		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR13780	protein		PMID:17028174	20130125
UniProtKB:P54619	5'-AMP-activated protein kinase subunit gamma-1		GO:0004691		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR13780	protein		PMID:9598317	20030904
UniProtKB:P54619	5'-AMP-activated protein kinase subunit gamma-1		GO:0008603		BHF-UCL	NCBITaxon:9606	TAS		PANTHER:PTHR13780	protein		PMID:8663446	20081020
UniProtKB:P54619	5'-AMP-activated protein kinase subunit gamma-1		GO:0045860		BHF-UCL	NCBITaxon:9606	TAS		PANTHER:PTHR13780	protein		PMID:8663446	20081020
UniProtKB:P54619	5'-AMP-activated protein kinase subunit gamma-1		GO:2000479		GOC	NCBITaxon:9606	IEA	GO:0008603	PANTHER:PTHR13780	protein		GO_REF:0000108	20190914
UniProtKB:P54619	5'-AMP-activated protein kinase subunit gamma-1	contributes_to	GO:0004679		UniProt	NCBITaxon:9606	ISS	UniProtKB:P80385	PANTHER:PTHR13780	protein		GO_REF:0000024	20110728
UniProtKB:P49959	Double-strand break repair protein MRE11		GO:0033674		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR10139	protein		PMID:15790808	20091102
UniProtKB:Q9NRH2	SNF-related serine/threonine-protein kinase		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24343	protein		PMID:12234663	20060209
UniProtKB:Q9NRH2	SNF-related serine/threonine-protein kinase		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0025625|MGI:MGI:104754|MGI:MGI:106924|MGI:MGI:1336173|MGI:MGI:1347559|MGI:MGI:1923020|MGI:MGI:2445031|MGI:MGI:2685946|PANTHER:PTN000678822|PomBase:SPAC57A10.02|PomBase:SPAC644.06c|PomBase:SPBC19C2.05|PomBase:SPBC4F6.06|PomBase:SPCC1020.10|PomBase:SPCC297.03|PomBase:SPCC74.03c|RGD:1359167|RGD:1563268|RGD:1566256|RGD:3387|RGD:620893|RGD:69407|RGD:69653|SGD:S000000931|SGD:S000001531|SGD:S000001584|SGD:S000002529|SGD:S000002885|SGD:S000004086|SGD:S000005127|SGD:S000005759|TAIR:locus:2009812|TAIR:locus:2094672|TAIR:locus:2102132|UniProtKB:O14757|UniProtKB:O60285|UniProtKB:P57059|UniProtKB:Q14680|UniProtKB:Q6SA08|UniProtKB:Q8IWQ3|UniProtKB:Q8IY84|UniProtKB:Q8TDC3|UniProtKB:Q96PF2|UniProtKB:Q9BXA6|UniProtKB:Q9BXA7|UniProtKB:Q9H093|UniProtKB:Q9H0K1|UniProtKB:Q9NRH2|UniProtKB:Q9STV4|WB:WBGene00003919	PANTHER:PTHR24343	protein		PMID:21873635	20170228
UniProtKB:Q6ZMQ8	Serine/threonine-protein kinase LMTK1		GO:0004674		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0723	PANTHER:PTHR24417	protein		GO_REF:0000037	20190914
UniProtKB:P29460	Interleukin-12 subunit beta		GO:0010536		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR23036	protein		PMID:12023369	20110110
UniProtKB:Q6ZN16	Mitogen-activated protein kinase kinase kinase 15		GO:0004672		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000172316|UniProtKB:Q99683	PANTHER:PTHR11584	protein		PMID:21873635	20170228
UniProtKB:Q6ZN16	Mitogen-activated protein kinase kinase kinase 15		GO:0004709		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1346876|PANTHER:PTN000684847|RGD:1306565|UniProtKB:O95382|UniProtKB:Q99683	PANTHER:PTHR11584	protein		PMID:21873635	20170228
UniProtKB:Q6ZN16	Mitogen-activated protein kinase kinase kinase 15		GO:0000186		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000684847|UniProtKB:Q99683	PANTHER:PTHR11584	protein		PMID:21873635	20170228
UniProtKB:O60361	Putative nucleoside diphosphate kinase		GO:0004550		GO_Central	NCBITaxon:9606	IBA	EcoGene:EG10650|FB:FBgn0000150|PANTHER:PTN000887110|PomBase:SPAC806.07|RGD:619877|RGD:70497|SGD:S000001550|TAIR:locus:2137936|TAIR:locus:2161922|UniProtKB:P15531|UniProtKB:P22392|UniProtKB:Q59636|UniProtKB:Q8ID43|ZFIN:ZDB-GENE-000210-33|dictyBase:DDB_G0273069	PANTHER:PTHR11349	protein		PMID:21873635	20170228
UniProtKB:Q6ZMN8	Cyclin-I2		GO:0000079		GO_Central	NCBITaxon:9606	IBA	CGD:CAL0000175354|CGD:CAL0000185532|PANTHER:PTN000019791|SGD:S000000038|SGD:S000002314|SGD:S000003340|SGD:S000003341|SGD:S000004200|SGD:S000004812|SGD:S000006177|SGD:S000006323|SGD:S000006324	PANTHER:PTHR10177	protein		PMID:21873635	20171130
UniProtKB:Q6ZMN8	Cyclin-I2		GO:0016538		GO_Central	NCBITaxon:9606	IBA	CGD:CAL0000175354|FB:FBgn0000404|FB:FBgn0000405|FB:FBgn0010315|FB:FBgn0010317|FB:FBgn0010382|MGI:MGI:1329034|MGI:MGI:88313|MGI:MGI:88316|PANTHER:PTN000019791|SGD:S000000038|SGD:S000002314|SGD:S000003340|SGD:S000003341|SGD:S000004200|SGD:S000004812|SGD:S000006177|SGD:S000006323|SGD:S000006324|WB:WBGene00000865|WB:WBGene00000868|WB:WBGene00000871	PANTHER:PTHR10177	protein		PMID:21873635	20171130
UniProtKB:Q6ZMN8	Cyclin-I2	contributes_to	GO:0004672		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:88313|PANTHER:PTN000019791	PANTHER:PTHR10177	protein		PMID:21873635	20171130
UniProtKB:P49903	Selenide, water dikinase 1		GO:0004756		GO_Central	NCBITaxon:9606	IBA	EcoGene:EG10943|FB:FBgn0261270|MGI:MGI:108388|PANTHER:PTN000029003	PANTHER:PTHR10256	protein		PMID:21873635	20170420
UniProtKB:Q96LW2	Ribosomal protein S6 kinase-related protein		GO:0004674		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0723	PANTHER:PTHR24355	protein		GO_REF:0000037	20190914
UniProtKB:O60331	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma		GO:0016308		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR23086	protein		Reactome:R-HSA-8868066	20160513
UniProtKB:Q9C0K7	STE20-related kinase adapter protein beta		GO:0032147		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:14517248	20061107
UniProtKB:Q9C0K7	STE20-related kinase adapter protein beta	not	GO:0004672		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:14517248	20061107
UniProtKB:Q9C0K7	STE20-related kinase adapter protein beta		GO:0032147		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1919399|PANTHER:PTN000684825|RGD:727905|UniProtKB:Q7RTN6|UniProtKB:Q9C0K7	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q9C0K7	STE20-related kinase adapter protein beta		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0023083|FB:FBgn0025743|FB:FBgn0031030|FB:FBgn0035001|FB:FBgn0261456|FB:FBgn0267698|MGI:MGI:1344404|MGI:MGI:1346882|MGI:MGI:1349394|MGI:MGI:1355329|MGI:MGI:1858416|MGI:MGI:1917378|MGI:MGI:1920334|PANTHER:PTN000684825|PomBase:SPBC1604.14c|PomBase:SPBC21.06c|RGD:3250|RGD:3251|RGD:621643|RGD:708455|RGD:727905|SGD:S000005242|TAIR:locus:2035989|TAIR:locus:2045658|TAIR:locus:2080394|TAIR:locus:2116417|TAIR:locus:2133559|TAIR:locus:2174969|TAIR:locus:2205523|TAIR:locus:2206885|UniProtKB:A0A0B4KGS4|UniProtKB:C0H4N8|UniProtKB:O94804|UniProtKB:O95747|UniProtKB:O95819|UniProtKB:O96013|UniProtKB:Q02750|UniProtKB:Q12851|UniProtKB:Q13043|UniProtKB:Q13153|UniProtKB:Q13177|UniProtKB:Q13188|UniProtKB:Q13233|UniProtKB:Q8IVH8|UniProtKB:Q8N4C8|UniProtKB:Q92918|UniProtKB:Q99558|UniProtKB:Q9H2G2|UniProtKB:Q9H2K8|UniProtKB:Q9UEW8|UniProtKB:Q9UKE5|UniProtKB:Q9UL54|UniProtKB:Q9Y4K4|UniProtKB:Q9Y6E0|WB:WBGene00013355|WB:WBGene00017472|dictyBase:DDB_G0276459|dictyBase:DDB_G0286359	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q96M69	Leucine-rich repeat and guanylate kinase domain-containing protein		GO:0004385		GO_Central	NCBITaxon:9606	IBA	EcoGene:EG10965|MGI:MGI:95871|PANTHER:PTN000563396|RGD:1309638|SGD:S000002862|TAIR:locus:2054356|UniProtKB:P46195|UniProtKB:P9WKE9|UniProtKB:Q16774|UniProtKB:Q8I2M1	PANTHER:PTHR23117	protein		PMID:21873635	20170228
UniProtKB:O60307	Microtubule-associated serine/threonine-protein kinase 3		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003091|FB:FBgn0003744|FB:FBgn0010379|FB:FBgn0260399|FB:FBgn0261854|MGI:MGI:104874|MGI:MGI:2182368|MGI:MGI:87986|MGI:MGI:894676|MGI:MGI:97595|MGI:MGI:97596|MGI:MGI:97599|MGI:MGI:97602|PANTHER:PTN000683254|PomBase:SPAC1B9.02c|PomBase:SPAC22E12.14c|PomBase:SPAC24B11.11c|PomBase:SPAC821.12|PomBase:SPAPB18E9.02c|PomBase:SPCC576.15c|RGD:2081|RGD:2082|RGD:3399|RGD:3668|RGD:620146|RGD:620968|RGD:62390|SGD:S000001248|SGD:S000001609|SGD:S000001861|SGD:S000002898|SGD:S000003324|SGD:S000005105|SGD:S000005460|SGD:S000006315|TAIR:locus:2088515|UniProtKB:O15530|UniProtKB:O95835|UniProtKB:P05771|UniProtKB:P17252|UniProtKB:P31749|UniProtKB:P31751|UniProtKB:P41743|UniProtKB:Q02156|UniProtKB:Q04759|UniProtKB:Q05513|UniProtKB:Q05655|UniProtKB:Q09013|UniProtKB:Q15208|UniProtKB:Q16512|UniProtKB:Q16513|UniProtKB:Q96GX5|UniProtKB:Q9NRM7|UniProtKB:Q9XF67|UniProtKB:Q9Y243|UniProtKB:Q9Y2H1|WB:WBGene00000102|WB:WBGene00000103|WB:WBGene00004034|WB:WBGene00004789|WB:WBGene00006599|dictyBase:DDB_G0268620	PANTHER:PTHR24356	protein		PMID:21873635	20170228
UniProtKB:Q6XUX3	Dual serine/threonine and tyrosine protein kinase		GO:0004674		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0723	PANTHER:PTHR46392	protein		GO_REF:0000037	20190914
UniProtKB:Q6XUX3	Dual serine/threonine and tyrosine protein kinase		GO:0004712		UniProt	NCBITaxon:9606	IEA	EC:2.7.12.1	PANTHER:PTHR46392	protein		GO_REF:0000003	20190914
UniProtKB:Q6XUX3	Dual serine/threonine and tyrosine protein kinase		GO:0004713		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0829	PANTHER:PTHR46392	protein		GO_REF:0000037	20190914
UniProtKB:Q6XUX3	Dual serine/threonine and tyrosine protein kinase		GO:0033674		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR46392	protein		PMID:23862974	20140901
UniProtKB:Q96M27	Protein PRRC1		GO:0034199		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001150287|ZFIN:ZDB-GENE-041024-9	PANTHER:PTHR23276	protein		PMID:21873635	20171207
UniProtKB:P37173	TGF-beta receptor type-2		GO:0004675		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR23255	protein		PMID:12015308	20090115
UniProtKB:P37173	TGF-beta receptor type-2		GO:0005024		BHF-UCL	NCBITaxon:9606	IC	GO:0050431	PANTHER:PTHR23255	protein		PMID:1326540	20081109
UniProtKB:P37173	TGF-beta receptor type-2		GO:0005024		BHF-UCL	NCBITaxon:9606	IMP		PANTHER:PTHR23255	protein		PMID:1333888	20090114
UniProtKB:P37173	TGF-beta receptor type-2		GO:0005024		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR23255	protein		PMID:18453574	20080827
UniProtKB:P37173	TGF-beta receptor type-2		GO:0005024		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR23255	protein		PMID:7852346	20080816
UniProtKB:P37173	TGF-beta receptor type-2		GO:0005026		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P38438|ensembl:ENSRNOP00000035501	PANTHER:PTHR23255	protein		GO_REF:0000107	20190816
UniProtKB:P37173	TGF-beta receptor type-2		GO:0032147		BHF-UCL	NCBITaxon:9606	ISS	UniProtKB:Q62312	PANTHER:PTHR23255	protein		GO_REF:0000024	20080827
UniProtKB:P37173	TGF-beta receptor type-2		GO:0017002		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001147373|UniProtKB:A0A0B4KG59	PANTHER:PTHR23255	protein		PMID:21873635	20190627
UniProtKB:P37173	TGF-beta receptor type-2		GO:0005024		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:98729|PANTHER:PTN000583678|RGD:69651|UniProtKB:P37173	PANTHER:PTHR23255	protein		PMID:21873635	20190627
UniProtKB:P37173	TGF-beta receptor type-2		GO:0004674		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:102806|MGI:MGI:107191|MGI:MGI:1095407|MGI:MGI:1338938|MGI:MGI:1338944|MGI:MGI:87911|MGI:MGI:87912|MGI:MGI:98729|PANTHER:PTN000583675|RGD:3852|RGD:621789|RGD:69651|RGD:70964|UniProtKB:A0A0B4KG59|UniProtKB:O00238|UniProtKB:P27037|UniProtKB:P36894|UniProtKB:P36896|UniProtKB:P36897|UniProtKB:P37023|UniProtKB:P37173|UniProtKB:Q04771|UniProtKB:Q06900|UniProtKB:Q13705|UniProtKB:Q8NER5|UniProtKB:Q90ZK6|ZFIN:ZDB-GENE-070618-1|ZFIN:ZDB-GENE-070618-2	PANTHER:PTHR23255	protein		PMID:21873635	20190627
UniProtKB:Q9NQU5	Serine/threonine-protein kinase PAK 6		GO:0032147		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1919399|PANTHER:PTN000684825|RGD:727905|UniProtKB:Q7RTN6|UniProtKB:Q9C0K7	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q9NQU5	Serine/threonine-protein kinase PAK 6		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0023083|FB:FBgn0025743|FB:FBgn0031030|FB:FBgn0035001|FB:FBgn0261456|FB:FBgn0267698|MGI:MGI:1344404|MGI:MGI:1346882|MGI:MGI:1349394|MGI:MGI:1355329|MGI:MGI:1858416|MGI:MGI:1917378|MGI:MGI:1920334|PANTHER:PTN000684825|PomBase:SPBC1604.14c|PomBase:SPBC21.06c|RGD:3250|RGD:3251|RGD:621643|RGD:708455|RGD:727905|SGD:S000005242|TAIR:locus:2035989|TAIR:locus:2045658|TAIR:locus:2080394|TAIR:locus:2116417|TAIR:locus:2133559|TAIR:locus:2174969|TAIR:locus:2205523|TAIR:locus:2206885|UniProtKB:A0A0B4KGS4|UniProtKB:C0H4N8|UniProtKB:O94804|UniProtKB:O95747|UniProtKB:O95819|UniProtKB:O96013|UniProtKB:Q02750|UniProtKB:Q12851|UniProtKB:Q13043|UniProtKB:Q13153|UniProtKB:Q13177|UniProtKB:Q13188|UniProtKB:Q13233|UniProtKB:Q8IVH8|UniProtKB:Q8N4C8|UniProtKB:Q92918|UniProtKB:Q99558|UniProtKB:Q9H2G2|UniProtKB:Q9H2K8|UniProtKB:Q9UEW8|UniProtKB:Q9UKE5|UniProtKB:Q9UL54|UniProtKB:Q9Y4K4|UniProtKB:Q9Y6E0|WB:WBGene00013355|WB:WBGene00017472|dictyBase:DDB_G0276459|dictyBase:DDB_G0286359	PANTHER:PTHR24361	protein		PMID:21873635	20170228
